scene_name,config_path,variant_name,seed,completion_rate,total_energy,avg_delivery_time,avg_wait_time_at_relay,relay_count,direct_count,fallback_count,charging_count,failed_tasks,total_distance,total_distance_uav,total_distance_agv,run_dir
scene_small,configs/generated/scene_small.yaml,greedy_pool,456,1.0,504.1866499491109,4.5,1.0,3,7,0,4,0,1516.0747555497296,1222.3714011613417,293.70335438838794,results\ablation\alns_ablation_20260605_214726\runs\scene_small\greedy_pool_seed_456
scene_small,configs/generated/scene_small.yaml,greedy_pool,789,1.0,504.1866499491109,4.5,1.0,3,7,0,4,0,1516.0747555497296,1222.3714011613417,293.70335438838794,results\ablation\alns_ablation_20260605_214726\runs\scene_small\greedy_pool_seed_789
scene_small,configs/generated/scene_small.yaml,greedy_pool,1024,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\greedy_pool_seed_1024
scene_small,configs/generated/scene_small.yaml,random_pool,42,1.0,504.1866499491109,4.5,1.0,3,7,0,4,0,1516.0747555497296,1222.3714011613417,293.70335438838794,results\ablation\alns_ablation_20260605_214726\runs\scene_small\random_pool_seed_42
scene_small,configs/generated/scene_small.yaml,random_pool,123,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\random_pool_seed_123
scene_small,configs/generated/scene_small.yaml,random_pool,456,1.0,504.1866499491109,4.5,1.0,3,7,0,4,0,1516.0747555497296,1222.3714011613417,293.70335438838794,results\ablation\alns_ablation_20260605_214726\runs\scene_small\random_pool_seed_456
scene_small,configs/generated/scene_small.yaml,random_pool,789,1.0,504.1866499491109,4.5,1.0,3,7,0,4,0,1516.0747555497296,1222.3714011613417,293.70335438838794,results\ablation\alns_ablation_20260605_214726\runs\scene_small\random_pool_seed_789
scene_small,configs/generated/scene_small.yaml,random_pool,1024,1.0,514.1456667113105,3.7,1.0,1,9,0,4,0,1707.0473688952482,1430.5387795169072,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\random_pool_seed_1024
scene_small,configs/generated/scene_small.yaml,fixed_weights,42,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\fixed_weights_seed_42
scene_small,configs/generated/scene_small.yaml,fixed_weights,123,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\fixed_weights_seed_123
scene_small,configs/generated/scene_small.yaml,fixed_weights,456,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\fixed_weights_seed_456
scene_small,configs/generated/scene_small.yaml,fixed_weights,789,1.0,505.04890848985355,4.7,1.0,1,9,0,4,0,1766.2386324643928,1489.7300430860519,276.508589378341,results\ablation\alns_ablation_20260605_214726\runs\scene_small\fixed_weights_seed_789
