step,sim_time,active_tasks,completed_tasks_cumulative,charging_count_cumulative,uav_distance_cumulative,agv_distance_cumulative,total_distance_cumulative,uav_energy_cumulative,agv_energy_cumulative,charge_loss_energy_cumulative,total_energy_cumulative
0,1,5,0,0,0.0,0.0,0.0,39.36349499805775,0.0,0.0,39.36349499805775
1,2,3,2,0,1123.5041525012875,0.0,1123.5041525012875,71.96349499805775,0.0,0.0,71.96349499805775
2,3,3,2,0,1123.5041525012875,10.0,1133.5041525012875,71.96349499805775,0.5,0.0,72.46349499805775
3,4,3,2,0,1123.5041525012875,20.0,1143.5041525012875,71.96349499805775,1.0,0.0,72.96349499805775
4,5,3,2,0,1123.5041525012875,30.0,1153.5041525012875,71.96349499805775,1.5,0.0,73.46349499805775
5,6,3,2,0,1123.5041525012875,40.0,1163.5041525012875,71.96349499805775,2.0,0.0,73.96349499805775
6,7,3,2,0,1123.5041525012875,50.0,1173.5041525012875,71.96349499805775,2.5,0.0,74.46349499805775
7,8,3,2,0,1123.5041525012875,60.0,1183.5041525012875,71.96349499805775,3.0,0.0,74.96349499805775
8,9,3,2,0,1123.5041525012875,70.0,1193.5041525012875,71.96349499805775,3.5,0.0,75.46349499805775
9,10,3,2,0,1123.5041525012875,80.0,1203.5041525012875,71.96349499805775,4.0,0.0,75.96349499805775
10,11,3,2,0,1123.5041525012875,90.0,1213.5041525012875,92.55956453378961,4.5,0.0,97.05956453378961
11,12,2,3,0,1837.1369657457822,100.0,1937.1369657457822,108.85956453378961,5.0,0.0,113.85956453378961
12,13,2,3,0,1837.1369657457822,110.0,1947.1369657457822,108.85956453378961,5.5,0.0,114.35956453378961
13,14,2,3,0,1837.1369657457822,120.0,1957.1369657457822,108.85956453378961,6.0,0.0,114.85956453378961
14,15,2,3,0,1837.1369657457822,130.0,1967.1369657457822,108.85956453378961,6.5,0.0,115.35956453378961
15,16,2,3,0,1837.1369657457822,140.0,1977.1369657457822,108.85956453378961,7.0,0.0,115.85956453378961
16,17,2,3,0,1837.1369657457822,150.0,1987.1369657457822,108.85956453378961,7.5,0.0,116.35956453378961
17,18,2,3,0,1837.1369657457822,160.0,1997.1369657457822,108.85956453378961,8.0,0.0,116.85956453378961
18,19,2,3,0,1837.1369657457822,170.0,2007.1369657457822,108.85956453378961,8.5,0.0,117.35956453378961
19,20,2,3,0,1837.1369657457822,180.0,2017.1369657457822,108.85956453378961,9.0,0.0,117.85956453378961
20,21,2,3,0,1837.1369657457822,190.0,2027.1369657457822,108.85956453378961,9.5,0.0,118.35956453378961
21,22,2,3,0,1837.1369657457822,200.0,2037.1369657457822,108.85956453378961,10.0,0.0,118.85956453378961
22,23,2,3,0,1837.1369657457822,210.0,2047.1369657457822,108.85956453378961,10.5,0.0,119.35956453378961
23,24,2,3,0,1837.1369657457822,220.0,2057.136965745782,108.85956453378961,11.0,0.0,119.85956453378961
