scene_name,variant_name,num_runs,completion_rate_mean,completion_rate_std,total_energy_mean,total_energy_std,avg_delivery_time_mean,avg_delivery_time_std,avg_wait_time_at_relay_mean,avg_wait_time_at_relay_std,relay_count_mean,relay_count_std,direct_count_mean,direct_count_std,fallback_count_mean,fallback_count_std,charging_count_mean,charging_count_std,failed_tasks_mean,failed_tasks_std,total_distance_mean,total_distance_std,total_distance_uav_mean,total_distance_uav_std,total_distance_agv_mean,total_distance_agv_std
scene_large,unified_full,1,1.0,0.0,3105.9655610995296,0.0,2.7,0.0,4.7,0.0,21.0,0.0,30.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,41385.86238059288,0.0,33541.64169852129,0.0,7844.220682071584,0.0
scene_large,direct_only,1,0.46,0.0,983.9706113613212,0.0,1.6521739130434783,0.0,,,0.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,9263.648944306526,0.0,9263.648944306526,0.0,0.0,0.0
scene_large,relay_only,1,1.0,0.0,3886.226143080122,0.0,1.2,0.0,5.06,0.0,63.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,52569.44031413887,0.0,45213.29464206908,0.0,7356.14567206979,0.0
scene_large,greedy_pool,1,1.0,0.0,2959.2961819245606,0.0,5.56,0.0,1.7857142857142858,0.0,15.0,0.0,36.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,37098.00945827795,0.0,32960.002211786305,0.0,4138.007246491647,0.0
scene_large,random_pool,1,1.0,0.0,2955.0844230847374,0.0,4.98,0.0,2.0,0.0,14.0,0.0,38.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,36340.040594959435,0.0,31217.3858060955,0.0,5122.654788863933,0.0
scene_large,fixed_weights,1,1.0,0.0,3231.3173375787474,0.0,2.8,0.0,3.8260869565217392,0.0,25.0,0.0,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,41357.253255401745,0.0,33744.055702097234,0.0,7613.197553304513,0.0
scene_large,simple_ops,1,1.0,0.0,3169.809218307244,0.0,3.02,0.0,4.666666666666667,0.0,28.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,47329.7780832805,0.0,41515.330319147746,0.0,5814.447764132753,0.0
