strategy,completion_rate,on_time_rate,avg_delivery_time,total_energy,avg_energy_per_task,energy_per_km,total_distance_agv,avg_wait_time_at_relay,charging_count
baseline_direct,1.0,1.0,64.33333333333333,2397.2145055999913,399.5357509333319,0.7291002096669175,0.0,,22
relay_coop,0.8333333333333334,0.8333333333333334,3.8,403.218777481265,80.64375549625301,0.08408080664851068,1000.0,46.333333333333336,2
energy_priority,0.6666666666666666,0.6666666666666666,53.75,2405.9333584306455,601.4833396076614,0.9257959976655917,0.0,,23
