task_id,strategy_name,start_time,assigned_time,finish_time,execution_time,completed,on_time,deadline,uav_distance,agv_distance,wait_time_at_relay,uav_energy,agv_energy,charge_loss_energy,total_energy
1,alns_unified,86,81,86,0,True,True,312.8683902546426,8.45889273144176,0.0,2.0,36.41419301957565,0.0,0.0,36.41419301957565
2,alns_unified,73,15,73,0,True,True,531.064343659685,861.520983487459,0.0,2.0,71.61257362912104,0.0,0.0,71.61257362912104
3,alns_unified,15,15,19,4,True,True,375.43540813422453,120.85440914654745,0.0,1.0,114.91436803743045,0.0,0.0,114.91436803743045
4,alns_unified,153,153,153,0,True,True,512.986645015818,400.7804885470349,0.0,1.0,43.34989780288582,0.0,0.0,43.34989780288582
5,alns_unified,13,13,13,0,True,True,515.0111063591671,828.7466440354374,0.0,1.0,47.551184517625956,0.0,0.0,47.551184517625956
6,alns_unified,156,155,170,14,True,True,634.3310940308252,25.709920264364882,0.0,1.0,39.84705115935482,0.0,0.0,39.84705115935482
7,alns_unified,11,11,11,0,True,True,826.7990021581597,776.342707829474,0.0,11.0,41.567353184827425,0.0,0.0,41.567353184827425
8,alns_unified,15,15,15,0,True,True,764.6069204572193,829.6029170633382,0.0,1.0,45.48595108798828,0.0,0.0,45.48595108798828
9,alns_unified,11,11,11,0,True,True,405.5732336732949,11.40175425099138,0.0,11.0,41.29725301327397,0.0,0.0,41.29725301327397
10,alns_unified,121,120,135,14,True,True,655.5608330372926,14.0089257261219,0.0,1.0,33.5599097417959,0.0,0.0,33.5599097417959
11,alns_unified,43,42,57,14,True,True,396.3715401920073,835.0149699256895,0.0,1.0,46.89758756272221,0.0,0.0,46.89758756272221
12,alns_unified,71,14,84,13,True,True,594.9744463075947,827.9502224418874,0.0,2.0,81.74729554944487,0.0,0.0,81.74729554944487
13,alns_unified,11,11,11,0,True,True,343.3588079647843,832.8313154534957,0.0,11.0,38.78456691013812,0.0,0.0,38.78456691013812
14,alns_unified,105,43,105,0,True,True,749.8859149067089,609.101997242053,0.0,2.0,71.9222963340251,0.0,0.0,71.9222963340251
15,alns_unified,11,11,11,0,True,True,332.92181671501675,445.9820624195552,0.0,11.0,34.030004188130775,0.0,0.0,34.030004188130775
16,alns_unified,103,42,103,0,True,True,485.0035217273694,602.2042842756932,0.0,2.0,45.51917990276877,0.0,0.0,45.51917990276877
17,alns_unified,13,13,13,0,True,True,827.0302017714606,461.3415220853202,0.0,1.0,45.24061912756629,0.0,0.0,45.24061912756629
18,alns_unified,15,15,15,0,True,True,461.1069700234807,62.64982043070834,0.0,1.0,43.44248739961414,0.0,0.0,43.44248739961414
19,alns_unified,88,76,88,0,True,True,388.8784541956833,459.3310353111359,0.0,2.0,38.12088950833585,0.0,0.0,38.12088950833585
20,alns_unified,13,13,13,0,True,True,407.33062185876094,470.9787680989452,0.0,1.0,37.80379442983438,0.0,0.0,37.80379442983438
21,alns_unified,13,13,13,0,True,True,499.31319371556316,825.6221896242857,0.0,1.0,37.94765692139214,0.0,0.0,37.94765692139214
22,alns_unified,172,108,184,12,True,True,297.64292947651256,630.379718422345,0.0,2.0,90.51295149762703,0.0,0.0,90.51295149762703
23,alns_unified,137,136,137,0,True,True,361.0382124448971,8.73212459828649,0.0,1.0,33.155965346183635,0.0,0.0,33.155965346183635
24,alns_unified,139,138,151,12,True,True,356.6032860593732,21.639085008382402,0.0,1.0,37.076787365825254,0.0,0.0,37.076787365825254
25,alns_unified,174,174,174,0,True,False,172.76408177059642,76.32168761236873,0.0,1.0,35.98639144988476,0.0,0.0,35.98639144988476
26,alns_unified,108,107,108,0,True,True,139.85961251204526,7.0710678118654755,0.0,1.0,35.14923603765786,0.0,0.0,35.14923603765786
27,alns_unified,13,13,13,0,True,True,250.55231360750778,480.2020408119899,0.0,1.0,34.6368573751055,0.0,0.0,34.6368573751055
28,alns_unified,182,181,196,14,True,True,465.44601799152144,11.180339887498949,0.0,1.0,38.48966193227734,0.0,0.0,38.48966193227734
29,alns_unified,76,76,76,0,True,True,527.2356096740644,457.55109004350544,0.0,1.0,39.47211947329072,0.0,0.0,39.47211947329072
30,alns_unified,11,11,11,0,True,True,513.2014437550836,692.7806290594448,0.0,11.0,41.02888300400991,0.0,0.0,41.02888300400991
