task_id,strategy_name,start_time,assigned_time,finish_time,execution_time,completed,on_time,deadline,uav_distance,agv_distance,wait_time_at_relay,uav_energy,agv_energy,charge_loss_energy,total_energy
1,alns_unified,11,11,11,0,True,True,599.4733667333736,1181.7533583620568,0.0,11.0,39.56572322564422,0.0,0.0,39.56572322564422
2,alns_unified,45,15,45,0,True,True,86.73921283003583,624.9634236017922,0.0,12.0,86.77971983164855,0.0,0.0,86.77971983164855
3,alns_unified,114,102,114,0,True,True,208.91512428769346,34.0147027033899,0.0,2.0,35.54864112721178,0.0,0.0,35.54864112721178
4,alns_unified,80,14,80,0,True,True,386.9977440299273,1085.7190433557355,0.0,12.0,87.50261957938973,0.0,0.0,87.50261957938973
5,alns_unified,102,81,102,0,True,True,677.7047569974563,1035.4520751826228,0.0,2.0,43.80280355142052,0.0,0.0,43.80280355142052
6,alns_unified,13,13,13,0,True,True,629.904947842217,455.60070236995904,0.0,1.0,44.93486759934582,0.0,0.0,44.93486759934582
7,alns_unified,13,13,13,0,True,True,755.7832068961405,1405.159065728859,0.0,1.0,44.54026715365687,0.0,0.0,44.54026715365687
8,alns_unified,80,80,80,0,True,True,689.8253385473718,556.9380575970724,0.0,1.0,36.81272519345206,0.0,0.0,36.81272519345206
9,alns_unified,45,45,45,0,True,True,853.0823332976648,58.54912467321779,0.0,1.0,34.872396328568875,0.0,0.0,34.872396328568875
10,alns_unified,41,15,41,0,True,True,518.0882452355844,1761.4051795127525,0.0,12.0,99.00347524026154,0.0,0.0,99.00347524026154
11,alns_unified,13,13,13,0,True,True,273.16066394620174,1248.2888287571911,0.0,1.0,42.72896728704477,0.0,0.0,42.72896728704477
12,alns_unified,80,80,80,0,True,True,838.0575312291332,492.1351440407401,0.0,1.0,42.301777347002755,0.0,0.0,42.301777347002755
13,alns_unified,13,13,13,0,True,True,572.596460382932,1233.3438287841716,0.0,1.0,38.98038829129915,0.0,0.0,38.98038829129915
14,alns_unified,15,15,30,15,True,True,916.9345743285885,13.892443989449804,0.0,1.0,42.22995043123271,0.0,0.0,42.22995043123271
15,alns_unified,60,60,60,0,True,True,387.9235577090001,998.1087115139312,0.0,1.0,42.20913423525046,0.0,0.0,42.20913423525046
16,alns_unified,60,60,60,0,True,True,153.84807243037352,975.2666302094008,0.0,1.0,44.09707535323548,0.0,0.0,44.09707535323548
17,alns_unified,45,45,45,0,True,True,400.1056842111069,72.40165743959182,0.0,1.0,32.32748858161125,0.0,0.0,32.32748858161125
18,alns_unified,60,60,60,0,True,True,607.5250543323709,1038.0871832365526,0.0,1.0,45.29230397436913,0.0,0.0,45.29230397436913
19,alns_unified,11,11,11,0,True,True,578.9929076496989,1025.21997639531,0.0,11.0,38.2940614309,0.0,0.0,38.2940614309
20,alns_unified,13,13,13,0,True,True,528.8731905853873,999.3703017400508,0.0,1.0,49.93683042079884,0.0,0.0,49.93683042079884
21,alns_unified,13,13,13,0,True,True,457.38822351408277,490.10203019371386,0.0,1.0,37.694205704785176,0.0,0.0,37.694205704785176
22,alns_unified,55,44,57,2,True,True,345.1740539479643,512.1913704856809,0.0,11.0,37.44364784453769,0.0,0.0,37.44364784453769
23,alns_unified,45,15,45,0,True,True,301.7326113633401,1103.291776314124,0.0,12.0,82.6030104836839,0.0,0.0,82.6030104836839
24,alns_unified,11,11,11,0,True,True,87.12935158792749,457.6111886744029,0.0,11.0,39.487435475186615,0.0,0.0,39.487435475186615
25,alns_unified,60,60,60,0,True,True,710.8225349589131,1001.2921651546067,0.0,1.0,39.39757762140699,0.0,0.0,39.39757762140699
26,alns_unified,15,15,29,14,True,True,250.0990928338982,534.8691428751522,0.0,1.0,35.2030430886917,0.0,0.0,35.2030430886917
27,alns_unified,11,11,11,0,True,True,533.0107214575098,636.2837417379136,0.0,11.0,45.60383551440139,0.0,0.0,45.60383551440139
28,alns_unified,83,83,83,0,True,True,275.6049990742796,662.815962390768,0.0,1.0,40.156566037631436,0.0,0.0,40.156566037631436
29,alns_unified,11,11,11,0,True,True,815.3641265106103,1478.1491805633152,0.0,11.0,46.036213006682345,0.0,0.0,46.036213006682345
30,alns_unified,11,11,11,0,True,True,283.29323545691625,65.0,0.0,11.0,39.3162812898432,0.0,0.0,39.3162812898432
31,alns_unified,83,81,83,0,True,True,348.9270146893605,1270.0685020895526,0.0,2.0,47.2114430226079,0.0,0.0,47.2114430226079
32,alns_unified,102,99,114,12,True,True,416.9774466917943,291.2954018319734,0.0,2.0,70.19614640221766,0.0,0.0,70.19614640221766
33,alns_unified,13,13,13,0,True,True,139.0479722574371,1182.2711194984,0.0,1.0,46.81736907192618,0.0,0.0,46.81736907192618
34,alns_unified,45,15,45,0,True,True,445.36758277812345,2107.2329522341597,0.0,12.0,81.3843802717608,0.0,0.0,81.3843802717608
35,alns_unified,80,80,80,0,True,True,311.3916092004299,578.2291933135165,0.0,1.0,38.5821644158597,0.0,0.0,38.5821644158597
36,alns_unified,11,11,11,0,True,True,779.2775035497154,23.853720883753127,0.0,11.0,37.999215937532895,0.0,0.0,37.999215937532895
37,alns_unified,11,11,11,0,True,True,542.4984380227752,1351.657131080216,0.0,11.0,41.195174923613166,0.0,0.0,41.195174923613166
38,alns_unified,15,15,30,15,True,True,559.8582289847985,536.4252044786859,0.0,1.0,44.197808412075354,0.0,0.0,44.197808412075354
39,alns_unified,83,83,83,0,True,True,99.27614929399103,1087.2925089413611,0.0,1.0,49.68100143605984,0.0,0.0,49.68100143605984
40,alns_unified,11,11,11,0,True,True,524.7355623210386,559.657931240146,0.0,11.0,34.71710116277043,0.0,0.0,34.71710116277043
41,alns_unified,13,13,13,0,True,True,581.7308376671722,33.015148038438355,0.0,1.0,35.61709474877536,0.0,0.0,35.61709474877536
42,alns_unified,13,13,13,0,True,True,311.6471306766417,31.38470965295043,0.0,1.0,35.94158279837222,0.0,0.0,35.94158279837222
43,alns_unified,83,81,83,0,True,True,229.49742014667675,1317.0588445471979,0.0,2.0,49.02061439237657,0.0,0.0,49.02061439237657
44,alns_unified,83,83,83,0,True,True,367.9693196323787,594.4787632876383,0.0,1.0,46.91396185372268,0.0,0.0,46.91396185372268
45,alns_unified,83,81,83,0,True,True,174.90031598721544,1371.1805132804361,0.0,2.0,47.789502010239204,0.0,0.0,47.789502010239204
46,alns_unified,41,15,41,0,True,True,384.73180196309323,1716.6850528760328,0.0,12.0,85.96485073199335,0.0,0.0,85.96485073199335
47,alns_unified,41,15,41,0,True,True,304.5355033131124,1300.4223236980613,0.0,12.0,82.08592924247831,0.0,0.0,82.08592924247831
48,alns_unified,80,80,80,0,True,True,444.62969009861365,63.34824385884742,0.0,1.0,34.51018188518523,0.0,0.0,34.51018188518523
49,alns_unified,13,13,13,0,True,True,830.4382070838122,1052.6219644297757,0.0,1.0,42.33893666156144,0.0,0.0,42.33893666156144
50,alns_unified,11,11,11,0,True,True,464.8300611073987,764.0215965533959,0.0,11.0,39.5390644587107,0.0,0.0,39.5390644587107
