task_id,strategy_name,start_time,assigned_time,finish_time,execution_time,completed,on_time,deadline,uav_distance,agv_distance,wait_time_at_relay,uav_energy,agv_energy,charge_loss_energy,total_energy
1,alns_unified,2,2,3,1,True,True,599.4733667333736,39.6232255123179,0.0,0.0,32.70995038892831,0.0,0.0,32.70995038892831
2,alns_unified,23,11,23,0,True,True,86.73921283003583,609.3545765808278,0.0,8.0,45.52180927031512,0.0,0.0,45.52180927031512
3,alns_unified,91,76,91,0,True,True,208.91512428769346,2931.8977057278607,0.0,2.0,89.4007500388186,0.0,0.0,89.4007500388186
4,alns_unified,2,2,3,1,True,True,386.9977440299273,488.5294259305165,0.0,0.0,43.37003666204808,0.0,0.0,43.37003666204808
5,alns_unified,78,75,89,11,True,True,677.7047569974563,1724.56712202245,0.0,1.0,85.3156197390714,0.0,0.0,85.3156197390714
6,alns_unified,0,0,1,1,True,True,629.904947842217,1151.4968519279591,0.0,0.0,49.97840649949228,0.0,0.0,49.97840649949228
7,alns_unified,11,11,26,15,True,True,755.7832068961405,1360.3120965425544,0.0,7.0,44.25247370947303,0.0,0.0,44.25247370947303
8,alns_unified,0,0,1,1,True,True,689.8253385473718,493.20685315595523,0.0,0.0,36.42213937596232,0.0,0.0,36.42213937596232
9,alns_unified,2,2,3,1,True,True,853.0823332976648,27.018512172212592,0.0,0.0,34.67442021526903,0.0,0.0,34.67442021526903
10,alns_unified,0,0,1,1,True,True,518.0882452355844,32.7566787083184,0.0,0.0,43.20328554056195,0.0,0.0,43.20328554056195
11,alns_unified,11,11,26,15,True,True,273.16066394620174,1239.896769896591,0.0,7.0,42.67589804451283,0.0,0.0,42.67589804451283
12,alns_unified,11,11,25,14,True,True,838.0575312291332,59.0592922409336,0.0,7.0,39.32290031698648,0.0,0.0,39.32290031698648
13,alns_unified,59,59,59,0,True,True,572.596460382932,1399.2576603327923,0.0,1.0,39.95902265206891,0.0,0.0,39.95902265206891
14,alns_unified,26,26,27,1,True,True,916.9345743285885,55.47071299343465,0.0,0.0,42.53409029127356,0.0,0.0,42.53409029127356
15,alns_unified,26,26,27,1,True,True,387.9235577090001,48.16637831516918,0.0,0.0,36.08118975552696,0.0,0.0,36.08118975552696
16,alns_unified,2,2,3,1,True,True,153.84807243037352,432.17241929581763,0.0,0.0,40.46101502766727,0.0,0.0,40.46101502766727
17,alns_unified,2,2,3,1,True,True,400.1056842111069,34.20526275297414,0.0,0.0,32.101187457643704,0.0,0.0,32.101187457643704
18,alns_unified,27,27,28,1,True,True,607.5250543323709,41.773197148410844,0.0,0.0,38.52998349013987,0.0,0.0,38.52998349013987
19,alns_unified,2,2,3,1,True,True,578.9929076496989,454.4370143375207,0.0,0.0,34.89047522937042,0.0,0.0,34.89047522937042
20,alns_unified,11,11,26,15,True,True,528.8731905853873,508.000984251015,0.0,7.0,46.31323334694758,0.0,0.0,46.31323334694758
21,alns_unified,11,11,25,14,True,True,457.38822351408277,71.56116265125938,0.0,7.0,35.06026799505779,0.0,0.0,35.06026799505779
22,alns_unified,60,60,61,1,True,True,345.1740539479643,20.12461179749811,0.0,0.0,34.37135661588088,0.0,0.0,34.37135661588088
23,alns_unified,59,59,59,0,True,True,301.7326113633401,10.295630140987,0.0,1.0,37.67434188145326,0.0,0.0,37.67434188145326
24,alns_unified,0,0,1,1,True,True,87.12935158792749,1245.023694553642,0.0,0.0,44.643988245085865,0.0,0.0,44.643988245085865
25,alns_unified,27,27,28,1,True,True,710.8225349589131,1384.5277173101304,0.0,0.0,41.739945350000966,0.0,0.0,41.739945350000966
26,alns_unified,59,59,59,0,True,True,250.0990928338982,18.110770276274835,0.0,1.0,32.132542554770396,0.0,0.0,32.132542554770396
27,alns_unified,2,2,3,1,True,True,533.0107214575098,13.601470508735444,0.0,0.0,41.140806765567554,0.0,0.0,41.140806765567554
28,alns_unified,60,60,61,1,True,True,275.6049990742796,232.7745690577044,0.0,0.0,37.37651288364674,0.0,0.0,37.37651288364674
29,alns_unified,23,11,23,0,True,True,815.3641265106103,518.3743820830655,0.0,8.0,39.76550910829508,0.0,0.0,39.76550910829508
30,alns_unified,26,26,27,1,True,True,283.29323545691625,36.87817782917155,0.0,0.0,39.123027494011424,0.0,0.0,39.123027494011424
31,alns_unified,91,76,91,0,True,True,348.9270146893605,1554.3629025843782,0.0,2.0,87.69273395265688,0.0,0.0,87.69273395265688
32,alns_unified,24,11,24,0,True,True,416.9774466917943,1009.4419250259026,0.0,8.0,40.484737744348564,0.0,0.0,40.484737744348564
33,alns_unified,59,59,59,0,True,True,139.0479722574371,1538.1924456972215,0.0,1.0,49.255899594484184,0.0,0.0,49.255899594484184
